Id;CreatorId;CustomerId;Description;Address;TerminalId;Location;Status;Priority;CreateTime;ResolutionDate;IssueType;TechnicianId;ServiceDate
2768;9;1388;El kell végezni a telepítést;Béke utca 40;8002;Szekszárd;elvégezve;magas;2021. 10. 23. 0:00:00;2021. 11. 06. 0:00:00;telepítés;20;2021. 11. 06. 0:00:00
2769;3;1388;El kell végezni a szervizelést;Béke utca 40;8002;Szekszárd;elvégezve;alacsony;2021. 11. 20. 0:00:00;2021. 12. 04. 0:00:00;szerviz;14;2021. 12. 04. 0:00:00
2770;9;1389;El kell végezni a telepítést;Honvéd utca 25;15303;Sümeg;elvégezve;alacsony;2019. 04. 25. 0:00:00;2019. 05. 09. 0:00:00;telepítés;19;2019. 05. 09. 0:00:00
2771;6;1390;El kell végezni a telepítést;Akácfa utca 17;15905;Ajka;elvégezve;magas;2024. 05. 26. 0:00:00;2024. 06. 09. 0:00:00;telepítés;16;2024. 06. 09. 0:00:00
2772;8;1391;El kell végezni a telepítést;Béke utca 55;8786;Szekszárd;elvégezve;alacsony;2023. 12. 17. 0:00:00;2023. 12. 31. 0:00:00;telepítés;17;2023. 12. 31. 0:00:00
2773;6;1391;El kell végezni a leszerelést;Béke utca 55;8786;Szekszárd;elvégezve;közepes;2024. 01. 14. 0:00:00;2024. 01. 28. 0:00:00;leszerelés;16;2024. 01. 28. 0:00:00
2774;4;1392;El kell végezni a telepítést;Iskola utca 87;9887;Tiszafüred;elvégezve;alacsony;2024. 01. 27. 0:00:00;2024. 02. 10. 0:00:00;telepítés;16;2024. 02. 10. 0:00:00
2775;7;1392;El kell végezni a szervizelést;Iskola utca 87;9887;Tiszafüred;elvégezve;magas;2024. 02. 24. 0:00:00;2024. 03. 09. 0:00:00;szerviz;14;2024. 03. 09. 0:00:00
2776;9;1393;El kell végezni a telepítést;Vörösmarty utca 91;19313;Nagymaros;elvégezve;közepes;2022. 11. 27. 0:00:00;2022. 12. 11. 0:00:00;telepítés;17;2022. 12. 11. 0:00:00
2777;5;1393;El kell végezni a szervizelést;Vörösmarty utca 91;19313;Nagymaros;elvégezve;alacsony;2022. 12. 25. 0:00:00;2023. 01. 08. 0:00:00;szerviz;14;2023. 01. 08. 0:00:00
2778;6;1393;El kell végezni a leszerelést;Vörösmarty utca 91;19313;Nagymaros;elvégezve;alacsony;2023. 01. 22. 0:00:00;2023. 02. 05. 0:00:00;leszerelés;17;2023. 02. 05. 0:00:00
2779;4;1394;El kell végezni a telepítést;Vörösmarty utca 69;13349;Pilisvörösvár;elvégezve;alacsony;2021. 02. 15. 0:00:00;2021. 03. 01. 0:00:00;telepítés;14;2021. 03. 01. 0:00:00
2780;8;1394;El kell végezni a szervizelést;Vörösmarty utca 69;13349;Pilisvörösvár;elvégezve;magas;2021. 03. 15. 0:00:00;2021. 03. 29. 0:00:00;szerviz;16;2021. 03. 29. 0:00:00
2781;5;1394;El kell végezni a szervizelést;Vörösmarty utca 69;13349;Pilisvörösvár;elvégezve;magas;2021. 04. 12. 0:00:00;2021. 04. 26. 0:00:00;szerviz;20;2021. 04. 26. 0:00:00
2782;8;1395;El kell végezni a telepítést;Vörösmarty utca 40;14264;Pilisszentiván;elvégezve;magas;2023. 07. 23. 0:00:00;2023. 08. 06. 0:00:00;telepítés;13;2023. 08. 06. 0:00:00
2783;8;1395;El kell végezni a szervizelést;Vörösmarty utca 40;14264;Pilisszentiván;elvégezve;magas;2023. 08. 20. 0:00:00;2023. 09. 03. 0:00:00;szerviz;16;2023. 09. 03. 0:00:00
2784;2;1395;El kell végezni a szervizelést;Vörösmarty utca 40;14264;Pilisszentiván;elvégezve;közepes;2023. 09. 17. 0:00:00;2023. 10. 01. 0:00:00;szerviz;14;2023. 10. 01. 0:00:00
2785;7;1396;El kell végezni a telepítést;Rózsa utca 94;18109;Székesfehérvár;elvégezve;alacsony;2025. 01. 03. 0:00:00;2025. 01. 17. 0:00:00;telepítés;18;2025. 01. 17. 0:00:00
2786;7;1396;El kell végezni a leszerelést;Rózsa utca 94;18109;Székesfehérvár;elvégezve;alacsony;2025. 01. 31. 0:00:00;2025. 02. 14. 0:00:00;leszerelés;19;2025. 02. 14. 0:00:00
2787;1;1397;El kell végezni a telepítést;Rákóczi tér 45;8506;Gyöngyös;elvégezve;alacsony;2022. 10. 18. 0:00:00;2022. 11. 01. 0:00:00;telepítés;18;2022. 11. 01. 0:00:00
2788;11;1397;El kell végezni a szervizelést;Rákóczi tér 45;8506;Gyöngyös;elvégezve;alacsony;2022. 11. 15. 0:00:00;2022. 11. 29. 0:00:00;szerviz;12;2022. 11. 29. 0:00:00
2789;1;1398;El kell végezni a telepítést;Deák Ferenc utca 96;4004;Bonyhád;elvégezve;alacsony;2024. 08. 21. 0:00:00;2024. 09. 04. 0:00:00;telepítés;15;2024. 09. 04. 0:00:00
2790;6;1398;El kell végezni a leszerelést;Deák Ferenc utca 96;4004;Bonyhád;elvégezve;közepes;2024. 09. 18. 0:00:00;2024. 10. 02. 0:00:00;leszerelés;17;2024. 10. 02. 0:00:00
2791;11;1399;El kell végezni a telepítést;Széchenyi utca 10;6427;Törökszentmiklós;elvégezve;közepes;2022. 05. 12. 0:00:00;2022. 05. 26. 0:00:00;telepítés;17;2022. 05. 26. 0:00:00
2792;11;1399;El kell végezni a leszerelést;Széchenyi utca 10;6427;Törökszentmiklós;elvégezve;magas;2022. 06. 09. 0:00:00;2022. 06. 23. 0:00:00;leszerelés;18;2022. 06. 23. 0:00:00
2793;7;1400;El kell végezni a telepítést;Akácfa utca 32;5046;Pécs;elvégezve;magas;2023. 03. 25. 0:00:00;2023. 04. 08. 0:00:00;telepítés;18;2023. 04. 08. 0:00:00
2794;2;1400;El kell végezni a szervizelést;Akácfa utca 32;5046;Pécs;elvégezve;közepes;2023. 04. 22. 0:00:00;2023. 05. 06. 0:00:00;szerviz;20;2023. 05. 06. 0:00:00
2795;2;1400;El kell végezni a szervizelést;Akácfa utca 32;5046;Pécs;elvégezve;közepes;2023. 05. 20. 0:00:00;2023. 06. 03. 0:00:00;szerviz;16;2023. 06. 03. 0:00:00
2796;5;1401;El kell végezni a telepítést;Jókai utca 41;17789;Marcali;elvégezve;alacsony;2024. 07. 03. 0:00:00;2024. 07. 17. 0:00:00;telepítés;12;2024. 07. 17. 0:00:00
2797;3;1401;El kell végezni a szervizelést;Jókai utca 41;17789;Marcali;elvégezve;alacsony;2024. 07. 31. 0:00:00;2024. 08. 14. 0:00:00;szerviz;18;2024. 08. 14. 0:00:00
2798;8;1402;El kell végezni a telepítést;Arany János utca 71;7609;Dunakeszi;elvégezve;magas;2020. 01. 29. 0:00:00;2020. 02. 12. 0:00:00;telepítés;13;2020. 02. 12. 0:00:00
2799;4;1402;El kell végezni a szervizelést;Arany János utca 71;7609;Dunakeszi;elvégezve;magas;2020. 02. 26. 0:00:00;2020. 03. 11. 0:00:00;szerviz;13;2020. 03. 11. 0:00:00
2800;1;1402;El kell végezni a leszerelést;Arany János utca 71;7609;Dunakeszi;elvégezve;közepes;2020. 03. 25. 0:00:00;2020. 04. 08. 0:00:00;leszerelés;20;2020. 04. 08. 0:00:00
2801;7;1403;El kell végezni a telepítést;Zrínyi utca 88;6668;Karcag;elvégezve;közepes;2018. 12. 14. 0:00:00;2018. 12. 28. 0:00:00;telepítés;15;2018. 12. 28. 0:00:00
2802;11;1403;El kell végezni a leszerelést;Zrínyi utca 88;6668;Karcag;elvégezve;magas;2019. 01. 11. 0:00:00;2019. 01. 25. 0:00:00;leszerelés;13;2019. 01. 25. 0:00:00
2803;11;1404;El kell végezni a telepítést;Rózsa utca 21;548;Nagymaros;elvégezve;alacsony;2020. 04. 23. 0:00:00;2020. 05. 07. 0:00:00;telepítés;13;2020. 05. 07. 0:00:00
2804;9;1404;El kell végezni a leszerelést;Rózsa utca 21;548;Nagymaros;elvégezve;alacsony;2020. 05. 21. 0:00:00;2020. 06. 04. 0:00:00;leszerelés;15;2020. 06. 04. 0:00:00
2805;9;1405;El kell végezni a telepítést;Erkel Ferenc utca 61;15497;Dabas;elvégezve;magas;2023. 03. 31. 0:00:00;2023. 04. 14. 0:00:00;telepítés;19;2023. 04. 14. 0:00:00
2806;10;1406;El kell végezni a telepítést;Madách utca 94;6504;Kecskemét;elvégezve;magas;2024. 12. 27. 0:00:00;2025. 01. 10. 0:00:00;telepítés;15;2025. 01. 10. 0:00:00
2807;1;1406;El kell végezni a szervizelést;Madách utca 94;6504;Kecskemét;elvégezve;alacsony;2025. 01. 24. 0:00:00;2025. 02. 07. 0:00:00;szerviz;17;2025. 02. 07. 0:00:00
2808;9;1406;El kell végezni a szervizelést;Madách utca 94;6504;Kecskemét;elvégezve;közepes;2025. 02. 21. 0:00:00;2025. 03. 07. 0:00:00;szerviz;14;2025. 03. 07. 0:00:00
2809;10;1407;El kell végezni a telepítést;Új utca 34;9733;Zirc;elvégezve;közepes;2020. 04. 23. 0:00:00;2020. 05. 07. 0:00:00;telepítés;18;2020. 05. 07. 0:00:00
2810;2;1408;El kell végezni a telepítést;Szent István utca 21;16147;Komárom;elvégezve;alacsony;2024. 05. 18. 0:00:00;2024. 06. 01. 0:00:00;telepítés;20;2024. 06. 01. 0:00:00
2811;1;1408;El kell végezni a szervizelést;Szent István utca 21;16147;Komárom;elvégezve;magas;2024. 06. 15. 0:00:00;2024. 06. 29. 0:00:00;szerviz;14;2024. 06. 29. 0:00:00
2812;1;1408;El kell végezni a szervizelést;Szent István utca 21;16147;Komárom;elvégezve;közepes;2024. 07. 13. 0:00:00;2024. 07. 27. 0:00:00;szerviz;12;2024. 07. 27. 0:00:00
2813;2;1409;El kell végezni a telepítést;Tavasz utca 68;18299;Tiszaújváros;elvégezve;magas;2025. 01. 12. 0:00:00;2025. 01. 26. 0:00:00;telepítés;20;2025. 01. 26. 0:00:00
2814;11;1409;El kell végezni a szervizelést;Tavasz utca 68;18299;Tiszaújváros;elvégezve;alacsony;2025. 02. 09. 0:00:00;2025. 02. 23. 0:00:00;szerviz;17;2025. 02. 23. 0:00:00
2815;9;1409;El kell végezni a leszerelést;Tavasz utca 68;18299;Tiszaújváros;elvégezve;magas;2025. 03. 09. 0:00:00;2025. 03. 23. 0:00:00;leszerelés;15;2025. 03. 23. 0:00:00
2816;2;1410;El kell végezni a telepítést;Kossuth utca 7;2349;Kisvárda;elvégezve;alacsony;2016. 04. 11. 0:00:00;2016. 04. 25. 0:00:00;telepítés;13;2016. 04. 25. 0:00:00
2817;1;1410;El kell végezni a szervizelést;Kossuth utca 7;2349;Kisvárda;elvégezve;közepes;2016. 05. 09. 0:00:00;2016. 05. 23. 0:00:00;szerviz;13;2016. 05. 23. 0:00:00
2818;8;1410;El kell végezni a leszerelést;Kossuth utca 7;2349;Kisvárda;elvégezve;alacsony;2016. 06. 06. 0:00:00;2016. 06. 20. 0:00:00;leszerelés;18;2016. 06. 20. 0:00:00
2819;8;1411;El kell végezni a telepítést;Fő utca 45;17269;Vecsés;elvégezve;alacsony;2023. 02. 22. 0:00:00;2023. 03. 08. 0:00:00;telepítés;13;2023. 03. 08. 0:00:00
2820;9;1411;El kell végezni a szervizelést;Fő utca 45;17269;Vecsés;elvégezve;alacsony;2023. 03. 22. 0:00:00;2023. 04. 05. 0:00:00;szerviz;20;2023. 04. 05. 0:00:00
2821;2;1411;El kell végezni a szervizelést;Fő utca 45;17269;Vecsés;elvégezve;közepes;2023. 04. 19. 0:00:00;2023. 05. 03. 0:00:00;szerviz;19;2023. 05. 03. 0:00:00
2822;3;1412;El kell végezni a telepítést;Szent István utca 86;1316;Vecsés;elvégezve;közepes;2021. 10. 16. 0:00:00;2021. 10. 30. 0:00:00;telepítés;15;2021. 10. 30. 0:00:00
2823;6;1412;El kell végezni a leszerelést;Szent István utca 86;1316;Vecsés;elvégezve;alacsony;2021. 11. 13. 0:00:00;2021. 11. 27. 0:00:00;leszerelés;12;2021. 11. 27. 0:00:00
2824;6;1413;El kell végezni a telepítést;Rákóczi utca 98;12650;Nagymaros;elvégezve;magas;2021. 10. 31. 0:00:00;2021. 11. 14. 0:00:00;telepítés;19;2021. 11. 14. 0:00:00
2825;3;1414;El kell végezni a telepítést;Templom utca 25;12213;Mór;elvégezve;alacsony;2024. 02. 11. 0:00:00;2024. 02. 25. 0:00:00;telepítés;20;2024. 02. 25. 0:00:00
2826;2;1414;El kell végezni a leszerelést;Templom utca 25;12213;Mór;elvégezve;magas;2024. 03. 10. 0:00:00;2024. 03. 24. 0:00:00;leszerelés;14;2024. 03. 24. 0:00:00
2827;11;1415;El kell végezni a telepítést;Hegyalja utca 73;14279;Debrecen;elvégezve;alacsony;2016. 09. 11. 0:00:00;2016. 09. 25. 0:00:00;telepítés;13;2016. 09. 25. 0:00:00
2828;10;1416;El kell végezni a telepítést;Madách utca 33;11949;Szeged;elvégezve;magas;2024. 08. 25. 0:00:00;2024. 09. 08. 0:00:00;telepítés;15;2024. 09. 08. 0:00:00
2829;4;1416;El kell végezni a szervizelést;Madách utca 33;11949;Szeged;elvégezve;közepes;2024. 09. 22. 0:00:00;2024. 10. 06. 0:00:00;szerviz;17;2024. 10. 06. 0:00:00
2830;7;1416;El kell végezni a szervizelést;Madách utca 33;11949;Szeged;elvégezve;magas;2024. 10. 20. 0:00:00;2024. 11. 03. 0:00:00;szerviz;12;2024. 11. 03. 0:00:00
2831;4;1417;El kell végezni a telepítést;Hegyalja utca 93;19094;Balatonfüred;elvégezve;magas;2020. 09. 25. 0:00:00;2020. 10. 09. 0:00:00;telepítés;13;2020. 10. 09. 0:00:00
2832;3;1418;El kell végezni a telepítést;Hegyalja utca 69;14168;Celldömölk;elvégezve;alacsony;2025. 01. 03. 0:00:00;2025. 01. 17. 0:00:00;telepítés;18;2025. 01. 17. 0:00:00
2833;4;1418;El kell végezni a leszerelést;Hegyalja utca 69;14168;Celldömölk;elvégezve;alacsony;2025. 01. 31. 0:00:00;2025. 02. 14. 0:00:00;leszerelés;17;2025. 02. 14. 0:00:00
2834;6;1419;El kell végezni a telepítést;Közép utca 81;10843;Nyíregyháza;elvégezve;közepes;2023. 02. 10. 0:00:00;2023. 02. 24. 0:00:00;telepítés;15;2023. 02. 24. 0:00:00
2835;4;1420;El kell végezni a telepítést;Hunyadi utca 14;3043;Zirc;elvégezve;alacsony;2023. 03. 08. 0:00:00;2023. 03. 22. 0:00:00;telepítés;13;2023. 03. 22. 0:00:00
2836;7;1420;El kell végezni a szervizelést;Hunyadi utca 14;3043;Zirc;elvégezve;közepes;2023. 04. 05. 0:00:00;2023. 04. 19. 0:00:00;szerviz;20;2023. 04. 19. 0:00:00
2837;5;1421;El kell végezni a telepítést;Iskola utca 95;18205;Szeged;elvégezve;magas;2022. 04. 14. 0:00:00;2022. 04. 28. 0:00:00;telepítés;14;2022. 04. 28. 0:00:00
2838;5;1421;El kell végezni a leszerelést;Iskola utca 95;18205;Szeged;elvégezve;közepes;2022. 05. 12. 0:00:00;2022. 05. 26. 0:00:00;leszerelés;18;2022. 05. 26. 0:00:00
2839;7;1422;El kell végezni a telepítést;Szőlő utca 56;4882;Celldömölk;elvégezve;alacsony;2023. 04. 20. 0:00:00;2023. 05. 04. 0:00:00;telepítés;17;2023. 05. 04. 0:00:00
2840;3;1422;El kell végezni a szervizelést;Szőlő utca 56;4882;Celldömölk;elvégezve;alacsony;2023. 05. 18. 0:00:00;2023. 06. 01. 0:00:00;szerviz;14;2023. 06. 01. 0:00:00
2841;6;1423;El kell végezni a telepítést;Hunyadi utca 88;12360;Ajka;elvégezve;közepes;2023. 07. 22. 0:00:00;2023. 08. 05. 0:00:00;telepítés;18;2023. 08. 05. 0:00:00
2842;9;1424;El kell végezni a telepítést;Deák Ferenc utca 55;8256;Hajdúszoboszló;elvégezve;közepes;2024. 02. 28. 0:00:00;2024. 03. 13. 0:00:00;telepítés;20;2024. 03. 13. 0:00:00
2843;8;1424;El kell végezni a szervizelést;Deák Ferenc utca 55;8256;Hajdúszoboszló;elvégezve;magas;2024. 03. 27. 0:00:00;2024. 04. 10. 0:00:00;szerviz;19;2024. 04. 10. 0:00:00
2844;2;1424;El kell végezni a szervizelést;Deák Ferenc utca 55;8256;Hajdúszoboszló;elvégezve;közepes;2024. 04. 24. 0:00:00;2024. 05. 08. 0:00:00;szerviz;16;2024. 05. 08. 0:00:00
2845;7;1425;El kell végezni a telepítést;Templom utca 21;2527;Hatvan;elvégezve;magas;2021. 05. 12. 0:00:00;2021. 05. 26. 0:00:00;telepítés;18;2021. 05. 26. 0:00:00
2846;11;1425;El kell végezni a szervizelést;Templom utca 21;2527;Hatvan;elvégezve;alacsony;2021. 06. 09. 0:00:00;2021. 06. 23. 0:00:00;szerviz;19;2021. 06. 23. 0:00:00
2847;2;1425;El kell végezni a leszerelést;Templom utca 21;2527;Hatvan;elvégezve;magas;2021. 07. 07. 0:00:00;2021. 07. 21. 0:00:00;leszerelés;16;2021. 07. 21. 0:00:00
2848;6;1426;El kell végezni a telepítést;Madách utca 16;5003;Püspökladány;elvégezve;közepes;2022. 08. 23. 0:00:00;2022. 09. 06. 0:00:00;telepítés;17;2022. 09. 06. 0:00:00
2849;6;1427;El kell végezni a telepítést;Ady Endre utca 58;15586;Szolnok;elvégezve;magas;2021. 07. 04. 0:00:00;2021. 07. 18. 0:00:00;telepítés;13;2021. 07. 18. 0:00:00
2850;4;1427;El kell végezni a szervizelést;Ady Endre utca 58;15586;Szolnok;elvégezve;alacsony;2021. 08. 01. 0:00:00;2021. 08. 15. 0:00:00;szerviz;20;2021. 08. 15. 0:00:00
2851;7;1428;El kell végezni a telepítést;Temető utca 73;15630;Celldömölk;elvégezve;magas;2022. 10. 09. 0:00:00;2022. 10. 23. 0:00:00;telepítés;14;2022. 10. 23. 0:00:00
2852;5;1428;El kell végezni a szervizelést;Temető utca 73;15630;Celldömölk;elvégezve;alacsony;2022. 11. 06. 0:00:00;2022. 11. 20. 0:00:00;szerviz;12;2022. 11. 20. 0:00:00
2853;3;1428;El kell végezni a leszerelést;Temető utca 73;15630;Celldömölk;elvégezve;magas;2022. 12. 04. 0:00:00;2022. 12. 18. 0:00:00;leszerelés;12;2022. 12. 18. 0:00:00
2854;10;1429;El kell végezni a telepítést;Tavasz utca 47;18621;Kaba;elvégezve;magas;2024. 12. 27. 0:00:00;2025. 01. 10. 0:00:00;telepítés;12;2025. 01. 10. 0:00:00
2855;11;1429;El kell végezni a leszerelést;Tavasz utca 47;18621;Kaba;elvégezve;közepes;2025. 01. 24. 0:00:00;2025. 02. 07. 0:00:00;leszerelés;18;2025. 02. 07. 0:00:00
2856;10;1430;El kell végezni a telepítést;Szabadság utca 90;4864;Szeged;elvégezve;közepes;2023. 10. 01. 0:00:00;2023. 10. 15. 0:00:00;telepítés;14;2023. 10. 15. 0:00:00
2857;3;1430;El kell végezni a szervizelést;Szabadság utca 90;4864;Szeged;elvégezve;magas;2023. 10. 29. 0:00:00;2023. 11. 12. 0:00:00;szerviz;14;2023. 11. 12. 0:00:00
2858;1;1430;El kell végezni a szervizelést;Szabadság utca 90;4864;Szeged;elvégezve;alacsony;2023. 11. 26. 0:00:00;2023. 12. 10. 0:00:00;szerviz;16;2023. 12. 10. 0:00:00
2859;6;1431;El kell végezni a telepítést;Kossuth utca 63;19450;Fót;elvégezve;alacsony;2023. 05. 22. 0:00:00;2023. 06. 05. 0:00:00;telepítés;12;2023. 06. 05. 0:00:00
2860;6;1431;El kell végezni a szervizelést;Kossuth utca 63;19450;Fót;elvégezve;közepes;2023. 06. 19. 0:00:00;2023. 07. 03. 0:00:00;szerviz;19;2023. 07. 03. 0:00:00
2861;10;1431;El kell végezni a szervizelést;Kossuth utca 63;19450;Fót;elvégezve;közepes;2023. 07. 17. 0:00:00;2023. 07. 31. 0:00:00;szerviz;14;2023. 07. 31. 0:00:00
2862;9;1432;El kell végezni a telepítést;Zrínyi utca 51;3971;Mohács;elvégezve;alacsony;2024. 08. 15. 0:00:00;2024. 08. 29. 0:00:00;telepítés;16;2024. 08. 29. 0:00:00
2863;9;1432;El kell végezni a leszerelést;Zrínyi utca 51;3971;Mohács;elvégezve;közepes;2024. 09. 12. 0:00:00;2024. 09. 26. 0:00:00;leszerelés;12;2024. 09. 26. 0:00:00
2864;11;1433;El kell végezni a telepítést;Deák Ferenc utca 53;1522;Gyál;elvégezve;magas;2023. 12. 04. 0:00:00;2023. 12. 18. 0:00:00;telepítés;15;2023. 12. 18. 0:00:00
2865;1;1433;El kell végezni a szervizelést;Deák Ferenc utca 53;1522;Gyál;elvégezve;alacsony;2024. 01. 01. 0:00:00;2024. 01. 15. 0:00:00;szerviz;12;2024. 01. 15. 0:00:00
2866;10;1433;El kell végezni a leszerelést;Deák Ferenc utca 53;1522;Gyál;elvégezve;magas;2024. 01. 29. 0:00:00;2024. 02. 12. 0:00:00;leszerelés;19;2024. 02. 12. 0:00:00
2867;9;1434;El kell végezni a telepítést;Hársfa utca 5;6741;Ajka;elvégezve;alacsony;2023. 01. 02. 0:00:00;2023. 01. 16. 0:00:00;telepítés;12;2023. 01. 16. 0:00:00
2868;7;1434;El kell végezni a szervizelést;Hársfa utca 5;6741;Ajka;elvégezve;magas;2023. 01. 30. 0:00:00;2023. 02. 13. 0:00:00;szerviz;13;2023. 02. 13. 0:00:00
2869;7;1435;El kell végezni a telepítést;Kert utca 88;9264;Tapolca;elvégezve;magas;2024. 03. 05. 0:00:00;2024. 03. 19. 0:00:00;telepítés;19;2024. 03. 19. 0:00:00
2870;4;1436;El kell végezni a telepítést;Rákóczi utca 58;10850;Tiszafüred;elvégezve;közepes;2022. 07. 23. 0:00:00;2022. 08. 06. 0:00:00;telepítés;19;2022. 08. 06. 0:00:00
2871;10;1436;El kell végezni a szervizelést;Rákóczi utca 58;10850;Tiszafüred;elvégezve;alacsony;2022. 08. 20. 0:00:00;2022. 09. 03. 0:00:00;szerviz;14;2022. 09. 03. 0:00:00
2872;1;1436;El kell végezni a leszerelést;Rákóczi utca 58;10850;Tiszafüred;elvégezve;alacsony;2022. 09. 17. 0:00:00;2022. 10. 01. 0:00:00;leszerelés;15;2022. 10. 01. 0:00:00
2873;3;1437;El kell végezni a telepítést;Tavasz utca 61;12984;Nagykőrös;elvégezve;közepes;2021. 04. 03. 0:00:00;2021. 04. 17. 0:00:00;telepítés;18;2021. 04. 17. 0:00:00
2874;8;1437;El kell végezni a leszerelést;Tavasz utca 61;12984;Nagykőrös;elvégezve;alacsony;2021. 05. 01. 0:00:00;2021. 05. 15. 0:00:00;leszerelés;14;2021. 05. 15. 0:00:00
2875;4;1438;El kell végezni a telepítést;Béke utca 71;4703;Győr;elvégezve;közepes;2024. 05. 31. 0:00:00;2024. 06. 14. 0:00:00;telepítés;18;2024. 06. 14. 0:00:00
2876;4;1438;El kell végezni a szervizelést;Béke utca 71;4703;Győr;elvégezve;magas;2024. 06. 28. 0:00:00;2024. 07. 12. 0:00:00;szerviz;12;2024. 07. 12. 0:00:00
2877;11;1438;El kell végezni a szervizelést;Béke utca 71;4703;Győr;elvégezve;alacsony;2024. 07. 26. 0:00:00;2024. 08. 09. 0:00:00;szerviz;17;2024. 08. 09. 0:00:00
2878;1;1439;El kell végezni a telepítést;Hegyalja utca 67;7715;Eger;elvégezve;alacsony;2022. 05. 12. 0:00:00;2022. 05. 26. 0:00:00;telepítés;14;2022. 05. 26. 0:00:00
2879;6;1440;El kell végezni a telepítést;Bartók Béla utca 51;11721;Pécs;elvégezve;magas;2025. 02. 15. 0:00:00;2025. 03. 01. 0:00:00;telepítés;18;2025. 03. 01. 0:00:00
2880;3;1440;El kell végezni a leszerelést;Bartók Béla utca 51;11721;Pécs;elvégezve;alacsony;2025. 03. 15. 0:00:00;2025. 03. 29. 0:00:00;leszerelés;19;2025. 03. 29. 0:00:00
2881;10;1441;El kell végezni a telepítést;Nyár utca 24;8160;Kőszeg;elvégezve;magas;2021. 10. 29. 0:00:00;2021. 11. 12. 0:00:00;telepítés;18;2021. 11. 12. 0:00:00
2882;2;1442;El kell végezni a telepítést;Szőlő utca 22;5480;Nyíregyháza;elvégezve;alacsony;2022. 05. 04. 0:00:00;2022. 05. 18. 0:00:00;telepítés;12;2022. 05. 18. 0:00:00
2883;9;1443;El kell végezni a telepítést;Szabadság utca 61;15832;Esztergom;elvégezve;magas;2017. 08. 20. 0:00:00;2017. 09. 03. 0:00:00;telepítés;17;2017. 09. 03. 0:00:00
2884;10;1443;El kell végezni a leszerelést;Szabadság utca 61;15832;Esztergom;elvégezve;magas;2017. 09. 17. 0:00:00;2017. 10. 01. 0:00:00;leszerelés;20;2017. 10. 01. 0:00:00
2885;5;1444;El kell végezni a telepítést;Új utca 74;9079;Hatvan;elvégezve;közepes;2023. 08. 25. 0:00:00;2023. 09. 08. 0:00:00;telepítés;19;2023. 09. 08. 0:00:00
2886;10;1445;El kell végezni a telepítést;Széchenyi utca 34;4463;Gyöngyös;elvégezve;alacsony;2018. 10. 22. 0:00:00;2018. 11. 05. 0:00:00;telepítés;15;2018. 11. 05. 0:00:00
2887;11;1446;El kell végezni a telepítést;Rét utca 3;16754;Szolnok;elvégezve;közepes;2022. 06. 09. 0:00:00;2022. 06. 23. 0:00:00;telepítés;12;2022. 06. 23. 0:00:00
2888;3;1446;El kell végezni a szervizelést;Rét utca 3;16754;Szolnok;elvégezve;alacsony;2022. 07. 07. 0:00:00;2022. 07. 21. 0:00:00;szerviz;12;2022. 07. 21. 0:00:00
2889;11;1446;El kell végezni a leszerelést;Rét utca 3;16754;Szolnok;elvégezve;magas;2022. 08. 04. 0:00:00;2022. 08. 18. 0:00:00;leszerelés;15;2022. 08. 18. 0:00:00
2890;6;1447;El kell végezni a telepítést;Deák Ferenc utca 28;9865;Mohács;elvégezve;alacsony;2019. 03. 14. 0:00:00;2019. 03. 28. 0:00:00;telepítés;14;2019. 03. 28. 0:00:00
2891;6;1447;El kell végezni a leszerelést;Deák Ferenc utca 28;9865;Mohács;elvégezve;alacsony;2019. 04. 11. 0:00:00;2019. 04. 25. 0:00:00;leszerelés;16;2019. 04. 25. 0:00:00
2892;6;1448;El kell végezni a telepítést;Jókai utca 31;8804;Törökszentmiklós;elvégezve;magas;2022. 11. 23. 0:00:00;2022. 12. 07. 0:00:00;telepítés;16;2022. 12. 07. 0:00:00
2893;9;1448;El kell végezni a szervizelést;Jókai utca 31;8804;Törökszentmiklós;elvégezve;közepes;2022. 12. 21. 0:00:00;2023. 01. 04. 0:00:00;szerviz;15;2023. 01. 04. 0:00:00
2894;11;1449;El kell végezni a telepítést;Templom utca 94;9755;Csömör;elvégezve;magas;2024. 10. 06. 0:00:00;2024. 10. 20. 0:00:00;telepítés;16;2024. 10. 20. 0:00:00
2895;9;1449;El kell végezni a szervizelést;Templom utca 94;9755;Csömör;elvégezve;közepes;2024. 11. 03. 0:00:00;2024. 11. 17. 0:00:00;szerviz;12;2024. 11. 17. 0:00:00
2896;10;1449;El kell végezni a leszerelést;Templom utca 94;9755;Csömör;elvégezve;alacsony;2024. 12. 01. 0:00:00;2024. 12. 15. 0:00:00;leszerelés;18;2024. 12. 15. 0:00:00
2897;8;1450;El kell végezni a telepítést;Kossuth tér 30;9501;Pilisszentiván;elvégezve;magas;2024. 10. 31. 0:00:00;2024. 11. 14. 0:00:00;telepítés;19;2024. 11. 14. 0:00:00
2898;1;1451;El kell végezni a telepítést;Zrínyi utca 39;9135;Nyíregyháza;elvégezve;magas;2021. 11. 25. 0:00:00;2021. 12. 09. 0:00:00;telepítés;13;2021. 12. 09. 0:00:00
2899;3;1451;El kell végezni a szervizelést;Zrínyi utca 39;9135;Nyíregyháza;elvégezve;alacsony;2021. 12. 23. 0:00:00;2022. 01. 06. 0:00:00;szerviz;14;2022. 01. 06. 0:00:00
