Id;FirstName;LastName;Email;Phone;Location;Address;BirthDate;ContractDate;RegistrationDate;Status;TerminalId;Password
2481;Attila;Bíró;abiro2481@gmail.com;+36495775285;Siklós;Jókai utca 77;1970. 03. 21. 0:00:00;2025. 01. 22. 0:00:00;2025. 01. 22. 0:00:00;aktív;14273;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2482;Levente;Váradi;lvaradi2482@gmail.com;+36726204465;Törökszentmiklós;Nyár utca 57;1966. 07. 09. 0:00:00;2022. 03. 30. 0:00:00;2022. 03. 30. 0:00:00;aktív;11049;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2483;Ottó;Fazekas;ofazekas2483@gmail.com;+36833737599;Szigetszentmiklós;Táncsics Mihály utca 75;1999. 03. 16. 0:00:00;2024. 01. 04. 0:00:00;2024. 01. 04. 0:00:00;inaktív;14000;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2484;Anikó;Pataki;apataki2484@gmail.com;+36216994167;Püspökladány;Jókai utca 63;1982. 03. 12. 0:00:00;2021. 10. 03. 0:00:00;2021. 10. 03. 0:00:00;aktív;5415;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2485;Katalin;Takács;ktakacs2485@gmail.com;+36323934181;Cegléd;Orgona utca 1;1976. 12. 02. 0:00:00;2020. 09. 05. 0:00:00;2020. 09. 05. 0:00:00;aktív;8720;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2486;Ádám;Fehér;afeher2486@gmail.com;+36815426730;Orosháza;Új utca 65;1972. 06. 29. 0:00:00;2018. 03. 18. 0:00:00;2018. 03. 18. 0:00:00;aktív;6401;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2487;Eszter;Antal;eantal2487@gmail.com;+36796085079;Érd;Fő utca 3;1960. 04. 27. 0:00:00;2020. 11. 29. 0:00:00;2020. 11. 29. 0:00:00;inaktív;19656;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2488;Béla;Szűcs;bszucs2488@gmail.com;+36728593370;Balatonfüred;Széchenyi utca 18;1996. 05. 03. 0:00:00;2024. 05. 31. 0:00:00;2024. 05. 31. 0:00:00;inaktív;3809;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2489;Gábor;Illés;gilles2489@gmail.com;+36566494289;Kaposvár;Táncsics Mihály utca 49;1983. 10. 27. 0:00:00;2021. 07. 01. 0:00:00;2021. 07. 01. 0:00:00;inaktív;14754;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2490;Virág;Budai;vbudai2490@gmail.com;+36266405363;Siklós;Akácfa utca 19;1979. 02. 03. 0:00:00;2021. 12. 23. 0:00:00;2021. 12. 23. 0:00:00;aktív;11929;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2491;Mátyás;Balog;mbalog2491@gmail.com;+36345524359;Tata;Csokonai utca 75;1988. 06. 21. 0:00:00;2019. 08. 11. 0:00:00;2019. 08. 11. 0:00:00;inaktív;5740;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2492;Virág;Lukács;vlukacs2492@gmail.com;+36716304090;Sárbogárd;Hegyalja utca 84;1964. 05. 29. 0:00:00;2025. 03. 31. 0:00:00;2025. 03. 31. 0:00:00;inaktív;6328;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2493;Ilona;Hegedűs;ihegedus2493@gmail.com;+36909579381;Tatabánya;Arany János utca 63;1980. 05. 06. 0:00:00;2024. 09. 15. 0:00:00;2024. 09. 15. 0:00:00;aktív;8073;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2494;Tamás;Balog;tbalog2494@gmail.com;+36214994057;Ózd;Szabadság utca 11;1974. 09. 17. 0:00:00;2019. 01. 07. 0:00:00;2019. 01. 07. 0:00:00;aktív;5169;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2495;Árpád;Somogyi;asomogyi2495@gmail.com;+36556485634;Nagykáta;Gyöngyvirág utca 44;1990. 12. 26. 0:00:00;2022. 03. 10. 0:00:00;2022. 03. 10. 0:00:00;inaktív;14578;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2496;Izabella;Kovács;ikovacs2496@gmail.com;+36415983228;Vác;Vörösmarty utca 57;1992. 05. 15. 0:00:00;2022. 12. 19. 0:00:00;2022. 12. 19. 0:00:00;inaktív;8266;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2497;Ferenc;Mészáros;fmeszaros2497@gmail.com;+36237564071;Tapolca;Új utca 21;1999. 05. 03. 0:00:00;2023. 04. 07. 0:00:00;2023. 04. 07. 0:00:00;aktív;12328;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2498;János;Csonka;jcsonka2498@gmail.com;+36276537008;Kazincbarcika;Templom utca 97;1997. 08. 06. 0:00:00;2024. 07. 11. 0:00:00;2024. 07. 11. 0:00:00;aktív;10043;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2499;Luca;Kis;lkis2499@gmail.com;+36264728146;Füzesabony;Rózsa utca 7;1961. 09. 08. 0:00:00;2023. 01. 09. 0:00:00;2023. 01. 09. 0:00:00;aktív;7632;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2500;Mária;Pintér;mpinter2500@gmail.com;+36957529447;Pápa;Rózsa utca 3;1964. 10. 19. 0:00:00;2019. 08. 09. 0:00:00;2019. 08. 09. 0:00:00;inaktív;12770;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2501;Krisztina;Bogdán;kbogdan2501@gmail.com;+36426418326;Körmend;Vasút utca 26;1983. 11. 06. 0:00:00;2024. 11. 14. 0:00:00;2024. 11. 14. 0:00:00;aktív;7484;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2502;Balázs;Rácz;bracz2502@gmail.com;+36726688451;Sárvár;Jázmin utca 56;1966. 01. 21. 0:00:00;2022. 12. 04. 0:00:00;2022. 12. 04. 0:00:00;aktív;298;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2503;Júlia;Somogyi;jsomogyi2503@gmail.com;+36209334187;Gödöllő;Hársfa utca 13;1968. 11. 22. 0:00:00;2024. 08. 06. 0:00:00;2024. 08. 06. 0:00:00;aktív;2836;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2504;Péter;Máté;pmate2504@gmail.com;+36794553031;Kisvárda;Templom utca 19;1994. 03. 03. 0:00:00;2020. 06. 16. 0:00:00;2020. 06. 16. 0:00:00;aktív;7317;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2505;Dorina;Jónás;djonas2505@gmail.com;+36926298457;Mór;Rét utca 20;1994. 04. 18. 0:00:00;2018. 05. 02. 0:00:00;2018. 05. 02. 0:00:00;inaktív;5065;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2506;Virág;Faragó;vfarago2506@gmail.com;+36702282875;Veszprém;Erkel Ferenc utca 52;1960. 04. 13. 0:00:00;2022. 01. 15. 0:00:00;2022. 01. 15. 0:00:00;aktív;5186;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2507;Dominik;Major;dmajor2507@gmail.com;+36684688996;Szekszárd;Petőfi utca 6;1976. 03. 04. 0:00:00;2019. 09. 05. 0:00:00;2019. 09. 05. 0:00:00;aktív;9867;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2508;Erik;Kerekes;ekerekes2508@gmail.com;+36846054055;Tatabánya;Fő utca 23;1971. 11. 09. 0:00:00;2023. 07. 09. 0:00:00;2023. 07. 09. 0:00:00;aktív;4268;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2509;Réka;Katona;rkatona2509@gmail.com;+36556385095;Körmend;Petőfi utca 27;2002. 09. 22. 0:00:00;2025. 03. 17. 0:00:00;2025. 03. 17. 0:00:00;aktív;8144;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2510;Gergő;Szabó;gszabo2510@gmail.com;+36219745516;Dabas;Tavasz utca 85;1977. 08. 07. 0:00:00;2023. 01. 24. 0:00:00;2023. 01. 24. 0:00:00;inaktív;11519;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2511;Vivien;Péter;vpeter2511@gmail.com;+36674659240;Püspökladány;Szőlő utca 86;1974. 02. 14. 0:00:00;2022. 10. 11. 0:00:00;2022. 10. 11. 0:00:00;aktív;1749;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2512;Ottó;Nagy;onagy2512@gmail.com;+36414629963;Makó;Ady Endre utca 43;1990. 09. 12. 0:00:00;2021. 12. 05. 0:00:00;2021. 12. 05. 0:00:00;inaktív;4535;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2513;Szonja;Mészáros;smeszaros2513@gmail.com;+36257673928;Tata;Temető utca 48;1999. 05. 17. 0:00:00;2023. 12. 12. 0:00:00;2023. 12. 12. 0:00:00;aktív;2532;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2514;Mária;Király;mkiraly2514@gmail.com;+36563174722;Szentendre;Petőfi utca 18;1982. 06. 11. 0:00:00;2023. 01. 31. 0:00:00;2023. 01. 31. 0:00:00;aktív;15884;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2515;Dominik;Vass;dvass2515@gmail.com;+36341005147;Bonyhád;Dózsa György utca 41;1966. 12. 31. 0:00:00;2025. 01. 08. 0:00:00;2025. 01. 08. 0:00:00;inaktív;8415;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2516;Márton;Vass;mvass2516@gmail.com;+36903740961;Salgótarján;Kossuth tér 88;1999. 01. 09. 0:00:00;2025. 01. 14. 0:00:00;2025. 01. 14. 0:00:00;inaktív;12072;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2517;Flóra;Lakatos;flakatos2517@gmail.com;+36581135294;Balassagyarmat;Dózsa György utca 52;1995. 07. 24. 0:00:00;2019. 12. 26. 0:00:00;2019. 12. 26. 0:00:00;inaktív;16948;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2518;Júlia;Vass;jvass2518@gmail.com;+36573295011;Érd;Templom utca 35;1994. 01. 20. 0:00:00;2016. 12. 14. 0:00:00;2016. 12. 14. 0:00:00;inaktív;3647;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2519;Arnold;Soós;asoos2519@gmail.com;+36266882977;Sárbogárd;Hársfa utca 89;2001. 07. 20. 0:00:00;2023. 11. 18. 0:00:00;2023. 11. 18. 0:00:00;inaktív;9804;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2520;György;Fazekas;gfazekas2520@gmail.com;+36423926619;Békéscsaba;Jókai utca 41;1975. 11. 30. 0:00:00;2022. 09. 06. 0:00:00;2022. 09. 06. 0:00:00;inaktív;19897;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2521;János;Fehér;jfeher2521@gmail.com;+36273376081;Szeged;Kossuth tér 64;1969. 06. 28. 0:00:00;2022. 07. 19. 0:00:00;2022. 07. 19. 0:00:00;aktív;8523;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2522;Viktória;Illés;villes2522@gmail.com;+36512360438;Nyírbátor;Hunyadi utca 41;1963. 10. 14. 0:00:00;2024. 12. 29. 0:00:00;2024. 12. 29. 0:00:00;aktív;9082;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2523;Ramóna;Antal;rantal2523@gmail.com;+36567713450;Tolna;Gyöngyvirág utca 86;1971. 04. 22. 0:00:00;2024. 11. 21. 0:00:00;2024. 11. 21. 0:00:00;aktív;8758;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2524;Katalin;Kis;kkis2524@gmail.com;+36633507377;Pilisvörösvár;Munkás utca 99;1993. 09. 25. 0:00:00;2018. 08. 02. 0:00:00;2018. 08. 02. 0:00:00;aktív;18973;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2525;Zsolt;Bálint;zbalint2525@gmail.com;+36222929105;Hajdúszoboszló;Hársfa utca 85;1988. 08. 31. 0:00:00;2024. 06. 02. 0:00:00;2024. 06. 02. 0:00:00;aktív;19837;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2526;Tímea;Szűcs;tszucs2526@gmail.com;+36232041552;Celldömölk;Közép utca 7;1979. 02. 13. 0:00:00;2024. 03. 21. 0:00:00;2024. 03. 21. 0:00:00;aktív;15203;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2527;Zsolt;Farkas;zfarkas2527@gmail.com;+36875096381;Szeged;Tavasz utca 9;1961. 07. 27. 0:00:00;2022. 10. 14. 0:00:00;2022. 10. 14. 0:00:00;aktív;2062;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2528;János;Vass;jvass2528@gmail.com;+36219332121;Pápa;Hunyadi utca 44;1997. 10. 24. 0:00:00;2022. 12. 11. 0:00:00;2022. 12. 11. 0:00:00;aktív;15591;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2529;Luca;Barna;lbarna2529@gmail.com;+36656882066;Pápa;Tavasz utca 85;1974. 02. 24. 0:00:00;2020. 05. 19. 0:00:00;2020. 05. 19. 0:00:00;aktív;16008;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2530;Máté;Lakatos;mlakatos2530@gmail.com;+36247689406;Mór;Alkotmány utca 55;1966. 07. 20. 0:00:00;2024. 01. 11. 0:00:00;2024. 01. 11. 0:00:00;aktív;4316;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2531;György;Jakab;gjakab2531@gmail.com;+36481113359;Tiszafüred;Tavaszmező utca 86;1983. 08. 12. 0:00:00;2020. 10. 18. 0:00:00;2020. 10. 18. 0:00:00;aktív;8153;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2532;Hanna;Márton;hmarton2532@gmail.com;+36902921166;Gyál;Béke utca 23;1996. 09. 15. 0:00:00;2023. 01. 19. 0:00:00;2023. 01. 19. 0:00:00;inaktív;18032;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2533;Virág;Pintér;vpinter2533@gmail.com;+36333468548;Marcali;Iskola utca 46;1979. 10. 12. 0:00:00;2020. 03. 18. 0:00:00;2020. 03. 18. 0:00:00;aktív;10231;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2534;Róbert;Pál;rpal2534@gmail.com;+36226590974;Füzesabony;Bartók Béla utca 34;1961. 08. 05. 0:00:00;2022. 07. 03. 0:00:00;2022. 07. 03. 0:00:00;aktív;17365;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2535;Szilvia;Illés;silles2535@gmail.com;+36549897648;Berettyóújfalu;Iskola utca 63;1979. 10. 08. 0:00:00;2022. 10. 08. 0:00:00;2022. 10. 08. 0:00:00;inaktív;15564;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2536;Balázs;Bognár;bbognar2536@gmail.com;+36466582234;Hajdúböszörmény;Szent István utca 51;1974. 08. 04. 0:00:00;2018. 11. 28. 0:00:00;2018. 11. 28. 0:00:00;aktív;6003;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2537;Andrea;Budai;abudai2537@gmail.com;+36885985936;Balassagyarmat;Jázmin utca 59;1991. 10. 08. 0:00:00;2017. 07. 04. 0:00:00;2017. 07. 04. 0:00:00;inaktív;6242;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2538;Judit;Szalai;jszalai2538@gmail.com;+36533051574;Szigetszentmiklós;Deák Ferenc utca 7;1962. 08. 28. 0:00:00;2020. 09. 04. 0:00:00;2020. 09. 04. 0:00:00;inaktív;14746;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2539;Tamás;Hegedüs;thegedus2539@gmail.com;+36681858377;Mór;Nyár utca 28;1966. 09. 08. 0:00:00;2016. 11. 07. 0:00:00;2016. 11. 07. 0:00:00;aktív;12334;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2540;Arnold;Márton;amarton2540@gmail.com;+36555226512;Pécs;Hársfa utca 67;1970. 11. 29. 0:00:00;2022. 06. 05. 0:00:00;2022. 06. 05. 0:00:00;inaktív;11083;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2541;Zsigmond;Illés;zilles2541@gmail.com;+36201267621;Ráckeve;Hunyadi utca 55;1969. 11. 11. 0:00:00;2019. 08. 12. 0:00:00;2019. 08. 12. 0:00:00;aktív;10984;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2542;László;Orbán;lorban2542@gmail.com;+36433849431;Vecsés;Béke utca 96;1963. 03. 06. 0:00:00;2023. 01. 26. 0:00:00;2023. 01. 26. 0:00:00;aktív;9435;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2543;Eszter;Fehér;efeher2543@gmail.com;+36454893333;Marcali;Orgona utca 54;1969. 07. 14. 0:00:00;2024. 07. 22. 0:00:00;2024. 07. 22. 0:00:00;inaktív;7749;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2544;Jázmin;Fodor;jfodor2544@gmail.com;+36785741696;Nagymaros;Templom utca 16;1972. 09. 08. 0:00:00;2022. 11. 01. 0:00:00;2022. 11. 01. 0:00:00;aktív;492;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2545;Szilvia;Balázs;sbalazs2545@gmail.com;+36366493337;Kaba;Deák Ferenc utca 16;1963. 05. 30. 0:00:00;2021. 03. 16. 0:00:00;2021. 03. 16. 0:00:00;inaktív;5659;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2546;András;Farkas;afarkas2546@gmail.com;+36889692878;Baja;Szent István utca 14;1970. 06. 13. 0:00:00;2024. 09. 18. 0:00:00;2024. 09. 18. 0:00:00;aktív;17073;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2547;Márton;Kiss;mkiss2547@gmail.com;+36565899790;Kisvárda;Tavaszmező utca 3;1965. 02. 16. 0:00:00;2020. 05. 25. 0:00:00;2020. 05. 25. 0:00:00;inaktív;17462;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2548;Levente;Máté;lmate2548@gmail.com;+36539503924;Sárbogárd;Nyár utca 90;1991. 05. 20. 0:00:00;2023. 08. 17. 0:00:00;2023. 08. 17. 0:00:00;aktív;985;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2549;István;Boros;iboros2549@gmail.com;+36722627361;Kiskunhalas;Dózsa György utca 95;1994. 01. 12. 0:00:00;2024. 11. 02. 0:00:00;2024. 11. 02. 0:00:00;aktív;11989;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2550;Orsolya;Pintér;opinter2550@gmail.com;+36942545314;Ráckeve;Petőfi utca 99;1995. 03. 14. 0:00:00;2016. 12. 06. 0:00:00;2016. 12. 06. 0:00:00;aktív;3884;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2551;Adrienn;Fodor;afodor2551@gmail.com;+36926559838;Ózd;Temető utca 19;1992. 06. 28. 0:00:00;2020. 01. 13. 0:00:00;2020. 01. 13. 0:00:00;inaktív;13374;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2552;Zsolt;Mészáros;zmeszaros2552@gmail.com;+36479568028;Salgótarján;Fő utca 10;1978. 12. 10. 0:00:00;2024. 03. 19. 0:00:00;2024. 03. 19. 0:00:00;aktív;9029;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2553;Albert;Major;amajor2553@gmail.com;+36371344286;Karcag;Béke utca 44;1972. 10. 27. 0:00:00;2024. 02. 19. 0:00:00;2024. 02. 19. 0:00:00;inaktív;5069;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2554;Ferenc;Hegedüs;fhegedus2554@gmail.com;+36528897590;Tolna;Szabadság utca 74;1979. 05. 17. 0:00:00;2024. 07. 28. 0:00:00;2024. 07. 28. 0:00:00;inaktív;5174;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2555;Viktória;Vörös;vvoros2555@gmail.com;+36799834919;Kunszentmiklós;Arany János utca 30;1972. 03. 05. 0:00:00;2024. 01. 01. 0:00:00;2024. 01. 01. 0:00:00;aktív;19606;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2556;József;Balog;jbalog2556@gmail.com;+36391356888;Hajdúböszörmény;Tavasz utca 12;1964. 08. 01. 0:00:00;2024. 09. 20. 0:00:00;2024. 09. 20. 0:00:00;aktív;10696;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2557;Erik;Novák;enovak2557@gmail.com;+36686810069;Pilisvörösvár;Iskola utca 41;1971. 11. 10. 0:00:00;2023. 10. 12. 0:00:00;2023. 10. 12. 0:00:00;aktív;4560;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2558;Júlia;Bognár;jbognar2558@gmail.com;+36837478769;Kecskemét;Hunyadi utca 90;1972. 04. 24. 0:00:00;2025. 03. 25. 0:00:00;2025. 03. 25. 0:00:00;aktív;16128;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2559;Arnold;Tamás;atamas2559@gmail.com;+36919634597;Kisvárda;Jókai utca 51;1971. 12. 16. 0:00:00;2020. 10. 09. 0:00:00;2020. 10. 09. 0:00:00;aktív;13706;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2560;Panna;Bodnár;pbodnar2560@gmail.com;+36913777654;Makó;Széchenyi utca 83;1960. 09. 21. 0:00:00;2019. 01. 15. 0:00:00;2019. 01. 15. 0:00:00;inaktív;2153;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2561;Erik;Simon;esimon2561@gmail.com;+36674547505;Gyál;Jókai utca 10;1976. 08. 06. 0:00:00;2024. 11. 22. 0:00:00;2024. 11. 22. 0:00:00;aktív;14329;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2562;Barbara;Barta;bbarta2562@gmail.com;+36687753964;Nagymaros;Kert utca 1;1986. 03. 06. 0:00:00;2021. 06. 21. 0:00:00;2021. 06. 21. 0:00:00;aktív;7352;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2563;Orsolya;Balogh;obalogh2563@gmail.com;+36335945649;Mohács;Deák Ferenc utca 94;1997. 06. 27. 0:00:00;2018. 03. 03. 0:00:00;2018. 03. 03. 0:00:00;aktív;14871;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2564;Balázs;Oláh;bolah2564@gmail.com;+36973292331;Marcali;Tavaszmező utca 95;1961. 12. 08. 0:00:00;2024. 08. 19. 0:00:00;2024. 08. 19. 0:00:00;aktív;12930;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2565;Judit;Török;jtorok2565@gmail.com;+36633885673;Budapest;Akácfa utca 81;1974. 11. 26. 0:00:00;2024. 08. 25. 0:00:00;2024. 08. 25. 0:00:00;aktív;6853;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2566;Ákos;Rácz;aracz2566@gmail.com;+36226843037;Kaba;Deák Ferenc utca 99;1962. 09. 13. 0:00:00;2019. 10. 02. 0:00:00;2019. 10. 02. 0:00:00;aktív;11890;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2567;Benedek;Bogdán;bbogdan2567@gmail.com;+36798743975;Komló;Új utca 37;1967. 05. 06. 0:00:00;2020. 07. 04. 0:00:00;2020. 07. 04. 0:00:00;inaktív;17256;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2568;Melinda;Balázs;mbalazs2568@gmail.com;+36962015781;Nagymaros;Madách utca 25;1982. 08. 12. 0:00:00;2024. 09. 10. 0:00:00;2024. 09. 10. 0:00:00;aktív;6256;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2569;Virág;Kocsis;vkocsis2569@gmail.com;+36308366847;Nyíregyháza;Templom utca 51;1989. 09. 27. 0:00:00;2022. 11. 17. 0:00:00;2022. 11. 17. 0:00:00;inaktív;10616;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2570;Emese;Gál;egal2570@gmail.com;+36298245313;Balassagyarmat;Rákóczi tér 6;1997. 03. 15. 0:00:00;2025. 04. 19. 0:00:00;2025. 04. 19. 0:00:00;aktív;7249;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2571;Margit;Pintér;mpinter2571@gmail.com;+36811474906;Tapolca;Iskola utca 4;1995. 12. 25. 0:00:00;2022. 04. 09. 0:00:00;2022. 04. 09. 0:00:00;inaktív;19669;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2572;Sándor;Lakatos;slakatos2572@gmail.com;+36258367329;Siklós;Rózsa utca 88;1986. 02. 08. 0:00:00;2025. 04. 11. 0:00:00;2025. 04. 11. 0:00:00;aktív;18467;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2573;Szonja;Bíró;sbiro2573@gmail.com;+36873509046;Sárvár;Ady Endre utca 8;1976. 09. 26. 0:00:00;2024. 07. 29. 0:00:00;2024. 07. 29. 0:00:00;aktív;1573;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2574;Olívia;Budai;obudai2574@gmail.com;+36453711492;Mohács;Rákóczi utca 70;1978. 10. 13. 0:00:00;2023. 12. 20. 0:00:00;2023. 12. 20. 0:00:00;inaktív;12648;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2575;Zsolt;Pataki;zpataki2575@gmail.com;+36742921803;Püspökladány;Mátyás király utca 55;1981. 01. 11. 0:00:00;2018. 11. 10. 0:00:00;2018. 11. 10. 0:00:00;inaktív;16931;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2576;Márton;Gáspár;mgaspar2576@gmail.com;+36383593654;Hajdúszoboszló;Dózsa György utca 42;1990. 11. 02. 0:00:00;2020. 07. 17. 0:00:00;2020. 07. 17. 0:00:00;aktív;8302;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
2577;János;Szekeres;jszekeres2577@gmail.com;+36612215620;Szigetszentmiklós;Ady Endre utca 14;1975. 06. 16. 0:00:00;2021. 06. 14. 0:00:00;2021. 06. 14. 0:00:00;aktív;12559;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
